80.65	191	1849	Chuck Norris was once on Celebrity Wheel of Fortune and was the first to spin. <br>The next 29 minutes of the show consisted of everyone standing around awkwardly, waiting for the wheel to stop.
68.56	37	1850	Leading hand sanitizers claim they can kill 99.9 percent of germs. <br>Chuck Norris can kill 100 percent of whatever he wants.
78.45	90	1851	There is no such thing as global warming. <br>Chuck Norris was cold, so he turned the sun up.
84.17	598	1852	A young punk gets on the cross-town bus. <br>He's got spiked, multi-colored hair that's green, purple, and orange. <br>His clothes are a tattered mix of leather rags. <br>His legs are bare and he's wearing worn-out shoes. <br>His entire face and body are riddled with pierced jewelry and his earrings are big, bright feathers.<br>He sits down in the only vacant seat that's directly across from an old man who glares at him for the next ten miles.<br>Finally, the punk gets self-conscious and barks at the old man, "What are you looking at you old fart... didn't you ever do anything wild when you were young?"<br>Without missing a beat, the old man replies, "Yeah, back when I was young and in the Navy, I got really drunk one night in Singapore and screwed a parrot.... <br>I thought maybe you were my son.''
66.17	59	1853	One day, an old guy gets on a bus. Several minutes later a punk kid with red, green, and orange hair gets on. <br>The kid notices that the old man keeps staring at him.<br>"What you staring at, old man? <br>Ain't you ever done anything wild in your time?"<br>"Yeah. I screwed a parrot once. <br>I was wondering if you were my son?"
62.88	72	1854	Police arrested Joe Bloggs, a 27-year old white male and resident of Wimbledon UK, in a pumpkin patch at 11:38pm Friday. <br>Bloggs will be charged with lewd and lascivious behavior, public indecency, and public intoxication at the County courthouse on Monday. The suspect allegedly stated that after a night of drinking, as he was passing a pumpkin patch, he decided to stop.<br>"You know, a pumpkin is soft and squishy inside, and there was no one around here for miles. <br>At least I thought there wasn't," he stated in a phone interview from the County courthouse jail. <br>Bloggs went on to state that he pulled over to the side of the road, picked out a pumpkin that he felt was appropriate to his purposes, poked a hole in it, and proceeded to satisfy his alleged "need."<br>"I guess I was just really into it, you know?" he commented with evident embarrassment. <br>In the process, Bloggs apparently failed to notice the Wimbledon Municipal police car approaching and was unaware of his audience until Officer B.T. approached him.<br>"It was an unusual situation, that's for sure." said Officer BT. "I walked up to (Bloggs) and he's...just working away at this pumpkin".<br>BT went on to describe what happened when she approached Bloggs: <br>"I just went up and said, 'Excuse me, sir, but do you realize that you are screwing a pumpkin?' <br>He got real surprised as you'd expect and then looked me straight in the face and said,<br>'A pumpkin? Damn...is it midnight already?'"
34.78	6	1855	What did the blonde call her pet zebra?<br>Spot.
14.84	22	1856	How do you make a cat be a dog?<br>Pour gasoline on it and light it with a match. <br>It will go 'WOOF.'
59.74	34	1857	A frog goes into a bank, and hops up on the desk of the loan officer. ''Hi,'' he croaks.<br>''What's your name?''<br>The loan officer says, ''My name is John Paddywack. <br>May I help you?''<br>''Yeah,'' says the frog. <br>''I'd like to borrow some money.''<br>The loan officer finds this a little odd, but gets out a form. <br>''Okay,what's your name?''<br>The frog replies, ''Kermit Jagger.''<br>''Really?'' says the loan officer. <br>''Any relation to Mick Jagger?''<br>''Yeah, he's my dad.''<br>''Hmmm,'' says the loan officer.<br>''Do you have any collateral?''<br>The frog hands over a pink ceramic elephant and asks, ''Will this do?''<br>The loan officer says, ''Um, I'm not sure.<br>Let me go check with the bank manager.''<br>''Oh, tell him I said hi,'' adds the frog. ''He knows me.''<br>The loan officer goes back to the manager and says, ''Excuse me, sir, but there's a frog out there named Kermit Jagger who wants to borrow some money. All he has for collateral is this pink elephant thing; I'm not even sure what it is.''<br>The manager says: ''It's a knick-knack, Paddywack, give the frog a loan; his old man's a Rolling Stone.''
79.30	621	1858	A guy goes out one day, hunting for bear. <br>After a few hours in the forest, he finally sees a giant grizzly. <br>He gets the bear in the rifle's sight and is about to pull the trigger when he feels a tap on his shoulder. <br>It's another bear. 'Buddy,' the bear says, 'that's my best friend down there. <br>I can rip your head off right now, or you can suck my dick. <br>What's it gonna be?' <br>Fearing for his life, the hunter says 'I'll suck your dick, Mr. Bear.' <br>The next day, hungry for revenge, the hunter returns to the woods and sees the same bear. <br>But as soon as he lines up the bear in his sights, he feels a tap on his shoulder. 'Buddy,' says the bear. <br>'Today, I can rip your head off or you can fuck me in the ass.' <br>Again fearing for his life, the hunter replies, 'I'll fuck you in the ass Mr.Bear.' <br>The next day, furious at what has happened to him, the hunter returns to the forest in order to kill same bear. <br>Once again, he gets the bear in his rifle sights when he feels a tap on his shoulder. <br>The bear shakes his head at the hunter and says, 'You don't come here for the hunting do you?'
24.92	8	1859	There once was a man who decided to go scuba diving one day. <br>So he went to the deepest part of the beach, got on his gear, and went underwater.<br>He decides to go down 20 feet, and there he sees another guy with no equipment on. <br>The man thought this was strange but we forgot about it and went down another 20 feet. <br>There, he sees the same guy down there with no gear on. <br>But the man decided to forget about it and go down another 20 feet. <br>When he does, he sees the same guy 60 feet underwater with no gear on. <br>Finally the man writes a note asking this guy how he can go so deep underwater without any gear. <br>The guy writes back, ''Because I'm drowning, asshole!''
39.47	11	1860	A teacher asks her students if they're Yankees fans. <br>All of the hands go up except for one student. <br>"Okay, Bobby. What team are you a fan of?" <br>"The Red Sox." <br>"Why's that?" <br>"Well, my parents are both Red Sox fans, so I'm a Red Sox fan too." <br>"That's not a good answer, Bobby. <br>If your parents were both morons, would you be a moron too?" <br>"No, that would make me a Yankees fan!"
29.98	27	1861	What fits your schedule better......<br>Exercising 1 hour a day or being fat 24 hours a day?
49.12	53	1862	My eyelids are so sexy, I can't keep my eyes off them.
79.78	731	1863	I'm going to stand outside. <br>So if anyone asks, I am outstanding.
50.45	9	1864	A guy goes into a bar, orders twelve shots and starts drinking them as fast as he can.<br>The bartender says, "Dang, why are you drinking so fast?"<br>The guy says, "You would be drinking fast if you had what I had."<br>The bartender says, "What do you have?"<br>The guy says, "75 cents."
57.35	29	1865	Two hydrogen atoms walk into a bar. <br>One says, "I think I've lost an electron."<br>The other says, "Are you sure?"<br>The first says, "Yes, I'm positive..."
61.28	16	1866	A woman walked into the kitchen to find her husband stalking a round with a fly swatter.<br>"What are you doing?" she asked.<br>"Hunting flies," He responded.<br>"Oh, killing any?" She asked.<br>"Yep, three males, two females," he replied.<br>Intrigued, she asked, How can you tell?<br>He responded, "Three were on a beer can, two were on the phone."
81.58	93	1867	Question: What’s the difference between your wife and your job?<br>Answer: After five years, your job still sucks.
78.75	80	1868	Question: What happened to the only man that finally figured women out?<br>Answer: He died laughing.
58.58	30	1869	Question: What’s the difference between your paycheck and your penis?<br>Answer: You don’t have to beg a woman to blow your paycheck.
34.12	69	1870	One day a man got on the bus and saw a nun. <br>He started to have sexual Thoughts about her and tried to stop but she looked so good that he couldn't Stop.<br>So once she got off the bus the man asked the bus driver if he knew Where she was going. <br>The bus driver said to meet the nun at the church at 8:0op.m dressed like jesus. He went there dressed like jesus. <br>This Surprised the nun and she asked him what she needed to do and he said have anal sex with him. <br>Afterwards, the man said I have a confession to make and he told her he wasn't jesus but the man on the bus. <br>The nun then said she had a confession also. She was the busdriver..
85.37	4531	1871	The elderly Italian man went to his parish priest and asked if the priest would hear his confession. "Of course, my son," said the priest.<br>"Well, Father, at the beginning of World War Two, a beautiful woman knocked on my door and asked me to hide her from the Germans; I hid her in my attic, and they never found her."<br>"That's a wonderful thing, my son, and nothing that you need to confess," said the priest.<br>"It's worse, Father; I was weak, and told her that she had to pay for rent of the attic with her sexual favors," continued the old man.<br>"Well, it was a very difficult time, and you took a large risk -you would have suffered terribly at their hands if the Germans had found you hiding her; I know that God, in his wisdom and mercy, will balance the good and the evil, and judge you kindly," said the priest.<br>"Thanks, Father," said the old man. <br>"That's a load off of my mind. Can I ask another question?"<br>"Of course, my son," said the priest. <br>The old man asked, "Do I need to tell her that the war is over?".
39.12	123	1872	A man who recently had a sex-change operation was talking to his former<br>buddies at work about the operation. <br>"Was it painful?" someone asked. <br>"Well,"she said. <br>"There was one part that was extremely painful." <br>"I bet I know what<br>part was so painful," someone else said. <br>"I bet it was when they cut off your<br>balls," they said.<br>"No," she said. <br>"I was heavily sedated and didn't feel a<br>thing." <br>"Then it must have been when they cut off your pecker," another<br>person offered. <br>"No," she said. <br>"I was sedated then too, and didn't feel<br>anything." <br>"Then what part of the operation was so painful?" <br>They wanted to<br>know. <br>"Well," she said. <br>"After they were done cutting, they stuck a straw in<br>my ear and sucked out half of my brains."
52.93	18	1873	A man comes home from a tough day of work looking to unwind. <br>After a relaxing dinner with his wife, they retired to bed. <br>So, both go to their separate beds, however the man was not yet ready to slumber. <br>The man called over to his wife, "My little boopey-boo, I'm lonely." <br>So the woman gets out of bed and crosses the room to the husband. <br>On the way she trips on the carpet and falls on her face. <br>The husband with a concerned look on his face says, "Oh, did my little honey-woney fall on her little nosey-wosey?"<br>The woman gets up and enters the man's bed. <br>The two make passionate love and afterwards the women rolls out. <br>As she is returning to her bed, she once again catches her foot on the carpet and falls flat on her face. <br>The man looks over his shoulder at his wife lying on the floor and says, "Clumsy idiot."
39.32	15	1874	Chuck Norris can set ants on fire with a magnifying glass. <br>At night.
79.29	178	1875	It takes Chuck Norris 20 minutes to watch 60 Minutes.
79.25	194	1876	In an average living room there are 1,242 objects Chuck Norris could use to kill you, including the room itself
21.85	9	1877	What happens when you put the batteries in BACKWARDS in the Energizer Bunny?<br>He keeps coming and coming and coming...
19.53	17	1878	Q: How do you get ten fat cows in your basement?<br>A: Hold a tupperware party!
62.75	93	1879	A boy asks his mother for breakfast. <br>She says, "Not until you feed the animals."<br>The boy goes outside and says to the chicken, "I don't feel like feeding you today." <br>So he kicks the chicken. <br>He does the same with the cow and the pig.<br>The boy goes back into the house and tells his mother that he's hungry. <br>His mother says, "I saw you kick the chicken, so you're not getting any eggs, I saw you kick the cow, so you're not getting any milk, and I saw kick the pig, so you're not getting any bacon."<br>Just then the boy's father walks down the steps, trips and kicks the cat. <br>The boy says, "Mom, should I tell him?"
56.77	17	1880	Yo mama's so skinny, she used a needle for a baseball bat.
36.09	14	1881	Yo mama's so stupid, she thought "Dunkin' Donuts" was a basketball team.
61.28	16	1882	Yo' Mama is so stupid, she took a ladder to a Giants game.
58.75	18	1883	Q: What can a goose do that a duck can't do and a lawyer should do?<br>A: Stick his bill up his ass.
34.87	8	1884	Q: How many lawyers does it take to build a wall?<br>A: Depends on how deep you stack them.
21.85	9	1885	Q: What is the ideal weight of a lawyer?<br>A: About three pounds, including the urn.
71.72	46	1886	Behind every successful man, there is a woman. Behind every dead man, there is Chuck Norris.
75.62	79	1887	Chuck Norris destroyed the periodic table, because Chuck Norris only recognizes the element of surprise.
58.51	24	1888	Chuck Norris got his drivers license at the age of 16 Seconds.
87.58	782	1889	HOW TO IMPRESS A WOMAN<br>Compliment her, cuddle her, kiss her, caress her, love her, stroke her, comfort her, protect her, hug her, wine and dine her, buy gifts for her, listen to her, respect her, stand by her, support her, go to the ends of the earth for her.<br><br>HOW TO IMPRESS A MAN<br>Arrive naked... with beer.
48.02	11	1890	Women dream of world peace, a safe environment, and eliminating hunger. <br>What do men dream of?<br>Being stuck in an elevator with the Doublemint twins.
61.28	16	1891	Why do men ask for a woman's hand in marriage?<br>Because they are tired of using their own.
68.63	29	1892	Man: "How do you like your eggs in the morning?"<br>Woman: "Unfertilized."
49.36	33	1893	Question: What’s worse than a male chauvinistic pig?<br>Answer: A woman that doesn’t do what she’s told.
48.79	28	1894	Question: If your dog is barking at the back door and your wife is yelling at the front door, who do you let in first?<br>Answer: The dog, because he’ll shut up after you let him in.
32.54	13	1895	Question: What’s the difference between a woman with PMS and a pit bull?<br>Answer: Lipstick.
79.71	1259	1896	One day Jane met Tarzan in the jungle. She was very attracted<br>to him and during her questions about his life she asked him<br>how he managed for sex.<br>"What's that?" he asked.<br>She explained to him what sex was and he said, "Oh, I use a<br>hole in the trunk of a tree."<br>Horrified, she said, "Tarzan, you have it all wrong. I'll<br>show you how to do it properly." <br>She took off her clothes,<br>laid down on the ground and spread her legs wide. <br>"Here," she<br>said, "You must put it in here."<br>Tarzan removed his loincloth, stepped closer and then gave her<br>an almighty kick, right in the crotch.<br>Jane rolled around in agony. <br>Eventually she managed to gasp,<br>"What the hell did you do that for?"<br>"Checking for bees!" said Tarzan.
67.37	138	1897	An old couple returning from florida cross the border. <br>The customs agent<br>ask the man "did you buy anything while in the US. <br>the man answers no.<br>the man's wife asks her husband "what did he say?". <br>the man tells his wife<br>"the agent wants to know if we bought anything". <br>the customs agent asks<br>the man where he is from. the man answers "toronto". <br>the man's wife says<br>"what did he say?" the man tells his wife "he wanted to know where we were<br>from. the agent says to the man " i was in toronto once, i had the worst<br>sex ever in my life in toronto." <br>the man's wife says "what did he say?"<br>the husband tells his wife "he thinks he knows you dear."
82.58	2676	1898	This 12 year old boy was in bed when he heard his mother moaning. <br>He decided that he'd go see whats wrong with her. <br>When he looked in his mothers room he saw that she was laying on her bed naked and rubbing herself and saying, "I need a man, I need a man."<br>So this quite a few times and then one night he heard his mother again, but this time her moaning sounded different, so he went to go check it out, this time instead of seeing his mother alone, he sees his mother in bed with a man. <br>So the boy runs back to his room, strips all his clothes off, jumps on the bed and starts rubbing himself while saying, "I need a bike, I need a bike!!!"
28.61	12	1899	What's the difference between an old cat and a baby kitten?<br>An old cat scratches and bites but a little pussy never hurt anybody!
46.54	13	1900	George W. Bush, Dick Cheney, Colin Powell, and Bill Clinton were on the yellow brick road, going to see the Wizard of Oz. <br>When they got there, the Wizard of Oz said they could each have one wish. <br>''I want to have brains,'' said George W. POOF! He got some brains.<br>''I want to have a heart,'' said Dick Cheney. POOF! He had a heart (albeit a problematic one.)<br>''I want to have courage,'' said Colin Powell. POOF! He had courage.<br>Finally it was former President, Bill Clinton's turn. ''Well, what do you want?'' asked the Wizard.<br>Clinton thought a moment and asked, ''Ummm... Is Dorothy around?''
79.06	39	1901	Paddy and his two friends are talking at a bar.<br>His first friend says: "I think my wife is having an affair with the electrician. <br>The other day I came home and found wire cutters under our bed and they weren't mine."<br>His second friend says: "I think my wife is having an affair with the plumber. <br>The other day I found a wrench under the bed and it wasn't mine."<br>Paddy says: "I think my wife is having an affair with a horse." Both his friends look at him with utter disbelief.<br>"No, I'm serious. <br>The other day I came home and found a jockey under our bed."
21.85	9	1902	Twenty feet below sea level, a diver notices another guy at the same depth with no scuba gear.<br>The diver goes down another 10 feet, and the guy joins him a minute later. <br>The diver goes below 15 more feet, and a minute later, the same guy joins him.<br>The diver takes out a waterproof pad and pencil and writes, "How are you able to stay this deep without equipment?"<br>The guy takes the pencil and pad and writes, "I'm drowning, you moron!"
69.85	51	1903	With the rising cost of gasoline, Chuck Norris is beginning to worry about his drinking habit.
39.78	23	1904	The square root of Chuck Norris is pain. <br>Do not try to square Chuck Norris, the result is death.
59.75	37	1905	Question: Why do men die before their wives?<br>Answer: Because they want to.
72.87	151	1906	Question: Why did God give men penises?<br>Answer: So men would at least have one way to shut a woman up.
37.36	31	1907	Question: How do you fix a woman’s watch?<br>Answer: You don’t. <br>There’s a clock on the stove.
52.75	164	1908	This 12 year old boy was in bed when he heard his mother moaning. He<br>decided that he'd go see whats wrong with her. <br>When he looked in his<br>mothers room he saw that she was laying on her bed naked and rubbing<br>herself and saying"I need a man, I need a man"<br>So this quite a few times and then one night he heard his mother again,<br>but this time her moaning sounded different, so he went to go check it<br>out, this time instead of seeing his mother alone, he sees his mother in<br>bed with a man. So the boy runs back to his room, strips all his<br>clothes off, jumps on the bed and starts rubbing himself while saying "I<br>need a bike, I need a bike"!!!!!
75.90	931	1909	A man gets shipwrecked on a small island. After a few days wandering, he comes across a tribe of natives who have just lost their chieftan.<br>The tribe's high priest tells the man that as he is the first outsider they have seen in twenty years, he must take three tests. <br>If he passes al three tests, the tribe will accept him as their new chief. <br>"Fair enough," says the man. <br>"Just let me know what the tests are and I'll get right on them."<br>The piest takes him to a clearing with three straw huts in it, turns to the man and explains the tests. <br>"In the first hut, you'll find 20 gallons of our native beer. You must drink all of this to complete this test. In the second hut is a gorilla with a sore tooth. You must pull his tooth and survive to pass this test. In the third hut is the ex-chieftan's daughter. You must make love to her until she can take nomore."<br>The man agrees to the tests and begns the first test. <br>Three hours later, he walks out of the hut and goes toward the second hut. <br>The priest asks if he would like to have a rest, but the man says he wants to get all the tests done before he sleeps. <br>He goes into th second hut. After two hours he comes out covered from head to toe in blood and sctratches. <br>He turns to the priest and says "Now lead me to the girl with the sore tooth."
47.14	55	1910	Two rabbis prepare to wash the cadaver of a recently deceased before burying him, according to a Jewish tradition. <br>The deceased possessed a tremendous sexual organ. <br>Aaron, you see what I am seeing? <br>Yes Jacob, I see it... it is as mine. <br>That long? <br>No, that dead.
66.71	15	1911	A man was robbing a house in the middle of the night. <br>All of a sudden, he heard a parrot cry out. <br>"Jesus is gonna get you." <br>The robber ignored it, and takes the TV. <br>Again, the parrot cries out. <br>"Jesus is gonna get you." <br>The robber started to get a little worried. <br>"What's your name, birdie?" <br>"Moses." <br>"What dumbass named you Moses?" <br>"The same dumbass who called his rottweiler Jesus."
61.25	26	1912	A woman went to the doctor's and complained of being really sore. <br>"Do you have any idea why?" <br>"Well, I had sex with an elephant!" <br>"You did? <br>But elephants are known to have small penises!" <br>"Yeah, but he fingered me first."
24.92	8	1913	Why do moths fly with their legs open?<br>Cause they've got huge mothballs!
26.98	10	1914	Two guys and a girl were sitting at a bar talking about their jobs. <br>One guy says, ''I'm a YUPPIE...ya know...Young, Urban, Professional. <br>The second guy says, ''I'm a DINK ...ya know...Double Income No Kids.'' <br>They asked the woman, ''What are you?'' <br>She replied... ''I'm a WIFE...ya know... WASH, IRON, FUCK, ETC.''
66.10	34	1915	One morning, while she was making breakfast, the local fitness freak walked up to his wife, pinched her on the bum and said, "You know dear if you firmed this up we  could get rid of your girdle."<br>This was a bit over the limit, but she controlled herself and replied with silence.<br>Next morning the man woke his wife with a pinch on the breast. <br>"You know love if you firmed these up we could get rid of your bras."<br>That was too far over the limit. <br>She rolled over and grabbed him by the penis. <br>Maintaining a vice grip, she whispered in his ear, "You know dear if you firmed this up we could get rid of the postman, the pool man, the gardener and your brother."
26.98	10	1916	It's legal to earn money playing hockey<br>Many people play hockey even after they're married<br>The puck's always hard<br>The protective equipment is reusable<br>It lasts at least an hour<br>A two-on-one or a three-on-one is not uncommon<br>You always know how big the stick is<br>You can clean your stick in public without anyone minding<br>You can change players on the fly<br>You don't have to be embarrassed if you don't get the puck up<br>Everyone is finished when the buzzer sounds<br>Your parents cheer when you score<br>Periods last only 20 minutes<br>You're sure to get it at least twice a week<br>You can tell your friends about it afterwards.
50.96	46	1917	Question: Why do women have smaller feet than men?<br>Answer: So they can stand closer to the kitchen sink.
51.67	20	1918	Question: What do women and Slinkies have in common?<br>Answer: Not really too much, but you can’t help but crack a smile when one tumbles down the stairs.
38.75	30	1919	Question: How many men does it take to open a beer?<br>Answer: None. It should already be open by the time she brings it.
39.94	25	1920	A Kentuckian entered the US Army and was in his first week of basic training. <br>He lived in the back hills and was not used to the modern amenities.<br>On the first day, he was issued a comb. <br>On the second day they sent him to the barber to cut off his hair. <br>On the third day he was issued a toothbrush and toothpaste. <br>On the fourth day he was sent to the dentist and they pulled ten of his teeth. <br>On the fifth day he was issued an athletic supporter. <br>On the sixth day he went AWOL.
86.49	734	1921	By the time a Marine pulled into a little town, every hotel room was taken. <br>"You've got to have a room somewhere," he pleaded. "Or just a bed, I don't care where." <br>"Well, I do have a double room with one occupant, a Navy guy," admitted the manager, "and he might be glad to split the cost. <br>But to tell you the truth, he snores so loudly that people in adjoining rooms have complained in the past. <br>I'm not sure it'd be worth it to you." <br>"No problem," the tired Marine assured him. <br>"I'll take it." The next morning the Marine came down to breakfast bright-eyed and bushy-tailed. <br>"How'd you sleep?" Asked the manager. <br>"Never better." <br>The manager was impressed. <br>No problem with the other guy snoring, then?" <br>"Nope, I shut him up in no time." <br>Said the Marine. "How'd you manage that?" asked the manager.<br> "He was already in bed, snoring away, when I came in the room," the Marine explained. <br>"I went over, gave him a kiss on the cheek, said, 'Goodnight, beautiful,' and he sat up all night watching me."
58.26	44	1922	Twenty-eight years ago, Herman James, a Tennessee mountain man, was drafted by the Army. <br>On his first day in boot camp, the Army issued him a comb. <br>That afternoon, an Army barber sheared his head. On his second day, the Army issued him a tooth brush. <br>That afternoon, an Army dentist yanked several of his teeth. <br>On his third day, he was issued a jock strap... <br>The Army is still looking for him.
73.75	73	1923	A man was strolling along a beach in California.<br>On giving the sand a kick he struck a corked bottle. <br>He bent down, picked it up and removed the cork. <br>Immediately, a Genie came out of the bottle and said to him, "Master, I have been a prisoner in this bottle for a thousand years and now you have set me free.<br>For that, I will grant you one wish." <br>The man thought for a moment then said, "I always wanted to go to Hawaii but I am afraid to fly and I get sick on a ship. <br>Could you build a highway from California to Hawaii?" <br>"Master, that is a difficult wish to fulfill. <br>Can you think of something that is more practical?" <br>The man thought for a moment and said, "Could you tell me why women are the way they are?" <br>The Genie thought for a moment before replying, "Would that be two lanes or four?"
53.04	31	1924	Jake was watching vigilantly at his dying wife's side. <br>"Sleep now, it's all right," he told her. <br>But she kept trying to sit up and said, "Honey, I really need to tell you something." <br>Finally Jake let her get it off her chest. <br>"Jake, honey, I need to tell you something before I die. <br>During the last two months, I slept with your brother, your best friend and your father."<br>"Don't worry about it," Jake said, "I already know. Why do you think I poisoned you?"
53.50	111	1925	1. THINGY (thing-ee) n.<br>Female......Any part under a car's hood.<br>Male........The strap fastener on a woman's bra.<br>2. VULNERABLE (vul-ne-ra-bel) adj.<br>Female......Fully opening up one's self emotionally to another.<br>Male........Playing football without a cup.<br>3. COMMUNICATION (ko-myoo-ni-kay-shon) n.<br>Female......The open sharing of thoughts and feelings with one's partner.<br>Male........Leaving a note before taking off for a weekend with the boys.<br>4. COMMITMENT (ko-mit-ment)<br>Female.......A desire to get married and raise a family.<br>Male.........Not trying to pick up other women while out with one's girlfriend.<br>5. ENTERTAINMENT (en-ter-tayn-ment) n.v.<br>Female......A good movie, concert, play or book.<br>Male........Anything that can be done while drinking, and ends with sex.<br>6. FLATULENCE (flach-u-lens) n.<br>Female......An embarrassing by-product of digestion.<br>Male........A source of entertainment, self-statement and male bonding.<br>7. MAKING LOVE (may-king luv) n.<br>Female......The greatest statement of intimacy a couple can achieve.<br>Male........Call it whatever you want just as long as we end up in bed.<br>8. REMOTE CONTROL (ri-moht kon-trohl) n.<br>Female.......A device for changing from one TV channel to another.<br>Male.........A device for scanning through all 175 channels every 5 minutes.
87.33	313	1926	A young couple were married, and celebrated their first night together, doing what newlyweds do, time and time again, all night long. Morning comes and the groom goes into the bathroom but finds no towel when he emerges from the shower. <br>He asks the bride to please bring one from the bedroom. <br>When she gets to the bathroom door, he opened the door, exposing his body for the first time to his bride where she sees all of him well. Her eyes went up and down and at about midway, they stopped and stared, and she asked shyly, "What's that?", pointing to a small part of his anatomy. <br>He, also being shy, thought for a minute and then said, "Well, that's what we had so much fun with last night." <br>She, in amazement, asked, "Is that all we have left?"
45.10	30	1927	SWISS ARMY KNIFE -- male, because even though it appears useful for a wide variety of work, it spends most of its time just opening bottles.<br>KIDNEYS -- female, because they always go to the bathroom in pairs.<br>TIRE -- male, because it goes bald and is often over-inflated.<br>HOT AIR BALLOON: male, because to get it to go anywhere, you have to light a fire under it . . . and, of course, there's the hot air part.<br>SPONGES -- female, because they are soft and squeezable and retain water.<br>WEB PAGE -- female, because it is always getting hit on.<br>SHOE -- male, because it is usually unpolished, with its tongue hanging out.<br>COPIER -- female, because once turned off, it takes a while to warm up -- because it is an effective reproductive device when the right buttons are pushed -- because it can wreak havoc when the wrong buttons are pushed.<br>ZIPLOC BAGS -- male, because they hold everything in, but you can always see right through them.<br>SUBWAY -- male, because it uses the same old lines to pick people up.<br>HAMMER -- male, because it hasn't evolved much over the last 5,000 years, but it's handy to have around.<br>REMOTE CONTROL -- Definitely female, because it gives men pleasure; he'd be lost without it, and while he doesn't always know the right buttons to push, he keeps trying.
55.34	22	1928	A first grade teacher explains to her class that she is a Colorado Avalanche fan. <br>She asks her students to raise their hands if they are Avalanche fans too. <br>Not really knowing what an Avalanche fan is, but wanting to be liked by their teacher, their hands fly into the air. <br>There is, however, one exception. <br>A little girl has not gone along with the crowd. <br>The teacher asks her why she has decided to be different. <br>"Because I'm not an Avalanche fan," she retorts. <br>"Then," asks her teacher, "What are you?" <br>"I'm a proud Detroit Red Wings Fan," boasts the little girl. <br>The teacher is a little perturbed now, her face slightly red. <br>She asks the little girl why she is a Wings fan. <br>"Well, my Dad and Mom are Wings fans, so I'm a Wings fan too," she responds. <br>The teacher is now angry. "That’s no reason," she says loudly. <br>"What if your Mom was a moron and your Dad was an idiot. <br>What would you be then?" <br>"Oh," says the little girl. <br>"Well, then I'd be an Avalanche fan."
47.37	18	1929	A rookie pitcher was struggling at the mound, so the catcher walked up to have a talk with him.<br>"I've figured out your problem," he told the young southpaw. <br>"You always lose control at the same point in every game."<br>"When is that?"<br>"Right after the National Anthem."
39.39	17	1930	Tom, Frank, and Harry are fishing in a boat. <br>Frank stands up to get a beer, loses his balance, falls in the lake, and dissapears. <br>After a few minutes, and no sign of Frank, Tom tells Harry he better go in after him. <br>Harry drags him into the boat and notices hes not breathing.<br>"Better give him mouth-to-mouth" says Tom. <br>"Whew! I don't remember him having this bad of breath!" says Harry. <br>Tom replies, "Oh yeah, well I don't remember him wearing a snowmobile suit!"
20.85	16	1931	A blonde goes horseback riding for the first time in her life, she's never had any prior lessons or training. <br>As soon as her bottom hits the saddle, the horse gallops away. <br>Immediately the girl realizes she's not in the saddle correctly and she does everything she can to stay on the horse, she pulls on the horse's mane, she grabs the saddle ... but she realizes it's no use. <br>Finally she decides the best thing to do is to jump clear of the horse but as she does this, her foot becomes entangled in the stirrup and she is dragged by the horse. <br>Her head is hitting the ground ... thump ... thump ... thump ... over and over again. <br>Just as she is about to lose consciousness ..... the store manager runs out and unplugs the horse!
35.66	12	1932	A blonde was playing Trivial Pursuit one night. <br>It was her turn. She rolled the dice and she landed on "Science & Nature." <br>Her question was, "If you are in a vacuum and someone calls your name, can you hear it?"<br>She thought for a time and then asked, "Is it on or off?"
50.45	9	1933	A blonde walked into a gas station and said to the manager, "I locked my keys in my car. <br>Do you have a coat hanger or something I can stick through the window to unlock the door?"<br>"Why sure," said the manager, "We have something that works especially well for that."<br>A couple minutes later, the manager walked outside to see how the blonde was doing and he heard another voice.<br>"No, no! A little to the left," said the other blonde inside the car.
59.79	40	1934	Question: How can you tell if your wife is dead?<br>Answer: The sex will be the same but the dishes will pile up.
76.90	154	1935	Question: What’s the best thing about a blow job?<br>Answer: Ten minutes of silence.
48.37	30	1936	Question: Why do women close their eyes during sex?<br>Answer: They can’t stand seeing a man have a good time.
26.79	90	1937	how come blondes don't wear tampons?<br>so their crabs don't go bungie jumping.
74.46	333	1938	A desperate man goes to the doctor because he can't get a hard-on.<br>He says " Doc I can't live without sex, I need the use of my equipment back!!<br>" The Doc says " There is an experimental procedure where the mucles<br>of a baby elephants' trunk are removed and implanted in your penis, this<br>gives you the full use of your penis." <br>Great I'll do it.<br>Some time after the procedure, the man is at dinner with his date.<br>He feels a rustle in his pants. <br>So he just ignored it. <br>It happens again.<br>So he figured it just needed some air. <br>So he unzips his pants to let it<br>out. The problem seemed to go away until his penis reached up onto the<br>table, grabbed a roll and disapeared back under the table. <br>His date stared<br>in complete awe and said " Can you do that again". <br>He said " Probally but I don't think I could fit another roll up my ass."
81.05	764	1939	One night, a couple is in the bed and the husband smoothly caresses their wife's arm... the wife is turned and she tells him: <br>I'm sorry but I have an appointment with the gynecologist tomorrow and I want to be fresh. <br>The husband, rejected, turns back to his bed side and tries to sleep... <br>Some minutes later it turns again and it uncovers her wife again, he whispers to her: <br>Have you an appointment with the dentist tomorrow too?
